REGION,COUNCIL,WARD,SCHOOL NAME,ENROLMENT,TEACHERS,QPTR
MWANZA,Sengerema,Sima,SIMA,468,30,16
MWANZA,Sengerema,Kasungamile,KASUNGAMILE,343,25,14
MWANZA,Sengerema,Chifunfu,CHIFUNFU,410,13,32
MWANZA,Sengerema,Katunguru,KATUNGURU,964,24,40
MWANZA,Sengerema,Katunguru,NYAMTELELA,339,14,24
MWANZA,Sengerema,Kasenyi,NYAMAHONA,405,18,23
MWANZA,Sengerema,Nyamatongo,NYAMATONGO,656,33,20
MWANZA,Sengerema,Nyamazugo,KIJUKA,130,17,8
MWANZA,Sengerema,Nyamazugo,NYAMAZUGO,200,15,13
MWANZA,Sengerema,Nyamizeze,MWALIGA,313,26,12
MWANZA,Sengerema,Nyatukara,KILABELA,899,47,19
MWANZA,Sengerema,Mwabaluhi,MWABALUHI,713,49,15
MWANZA,Sengerema,Mwabaluhi,SENGEREMA,1024,49,21
MWANZA,Sengerema,Nyampulukano,NYAMPULUKANO,997,51,20
MWANZA,Sengerema,Mission,NGWELI,931,46,20
MWANZA,Buchosa,Kalebezo,KALEBEZO,420,19,22
MWANZA,Buchosa,Kalebezo,MAGULUKENDA,386,7,55
MWANZA,Buchosa,Nyehunge,NYAMADOKE,539,16,34
MWANZA,Buchosa,Nyehunge,NYEHUNGE,655,28,23
MWANZA,Buchosa,Kafunzo,KAFUNZO,303,17,18
MWANZA,Buchosa,Iligamba,ILIGAMBA,587,13,45
MWANZA,Buchosa,Bupandwa,BUPANDWA,462,18,26
MWANZA,Buchosa,Katwe,KATWE,446,20,22
MWANZA,Buchosa,Bangwe,BANGWE,415,16,26
MWANZA,Buchosa,Maisome,MAISOME,320,16,20
MWANZA,Buchosa,Nyanzenda,MIGUKULAMA,363,13,28
MWANZA,Buchosa,Nyakasungwa,NYAKASUNGWA,670,17,39
MWANZA,Buchosa,Nyakaliro,NYAKALIRO,739,21,35
MWANZA,Buchosa,Nyakasasa,KOME,563,18,31
MWANZA,Buchosa,Lugata,LUGATA,705,12,59
MWANZA,Buchosa,Irenza,IRENZA,410,15,27
MWANZA,Buchosa,kazunzu,KAKOBE,576,12,48
MWANZA,Buchosa,Bulyaheke,ITABULYA,449,11,41
MWANZA,Buchosa,Bulyaheke,LUSHAMBA,457,12,38
NJOMBE,Njombe TC,Njombe Mjini,MABATINI,614,58,11
NJOMBE,Njombe TC,Njombe Mjini,MBEYELA,523,65,8
NJOMBE,Njombe TC,Ramadhani,MAHEVE,600,46,13
NJOMBE,Njombe TC,Mjimwema,MPECHI,640,90,7
NJOMBE,Njombe TC,Mjimwema,NJOMBE,969,84,12
NJOMBE,Njombe TC,Mjimwema,VIZIWI NJOMBE,110,37,3
NJOMBE,Njombe TC,Uwemba,UWEMBA,838,31,27
NJOMBE,Njombe TC,Kifanya,KIFANYA,414,41,10
NJOMBE,Njombe TC,Matola,MATOLA,553,42,13
NJOMBE,Njombe TC,Yakobi,YAKOBI,300,25,12
NJOMBE,Njombe TC,Iwungilo,ULIWA,216,26,8
NJOMBE,Njombe TC,Lugenge,MGOLA,381,33,12
NJOMBE,Njombe TC,Ihanga,ANNE MAKINDA,326,20,16
NJOMBE,Njombe TC,Luponde,LUHOLOLO,343,29,12
NJOMBE,Makambako TC,Makambako,KIPAGAMO,503,38,13
NJOMBE,Makambako TC,Maguvani,MAGUVANI,504,36,14
NJOMBE,Makambako TC,Mlowa,MLOWA,163,17,10
NJOMBE,Makambako TC,Majengo,MUKILIMA,520,42,12
NJOMBE,Makambako TC,Lyamkena,LYAMKENA,547,42,13
NJOMBE,Makambako TC,Kivavi,DEOSANGA,360,20,18
NJOMBE,Makambako TC,Kivavi,MAKAMBAKO,1118,50,22
NJOMBE,Makambako TC,Kitandililo,KITANDILILO,315,18,18
NJOMBE,Makambako TC,Mahongole,MAHONGOLE,348,25,14
NJOMBE,Makambako TC,Utengule,MTIMBWE,394,36,11
NJOMBE,Makete,Kapagalo,KIPAGALO,229,20,11
NJOMBE,Makete,Luwumbu,USILILO,206,27,8
NJOMBE,Makete,Ukwama,MAKETE GIRLS,102,9,11
NJOMBE,Makete,Ukwama,UKWAMA,142,17,8
NJOMBE,Makete,Mang'oto,MANG'OTO,177,19,9
NJOMBE,Makete,Lupila,LUPILA,166,21,8
NJOMBE,Makete,Ipepo,IPEPO,184,15,12
NJOMBE,Makete,Mbalatse,MBALATSE,112,12,9
NJOMBE,Makete,Lupalilo,LUPALILO,618,46,13
NJOMBE,Makete,Iniho,MWAKAVUTA,614,38,16
NJOMBE,Makete,Ipelele,IPELELE,216,22,10
NJOMBE,Makete,Matamba,MATAMBA,319,41,8
NJOMBE,Makete,Kitulo,KITULO,139,22,6
NJOMBE,Makete,Mlondwe,MLONDWE,375,30,13
NJOMBE,Makete,Ikuwo,IKUWO,269,25,11
NJOMBE,Makete,Mfumbi,MOUNT  CHAFUKWE,275,27,10
NJOMBE,Makete,Iwawa,IWAWA,767,31,25
NJOMBE,Njombe,Ikondo,MULUNGA,188,16,12
NJOMBE,Njombe,Lupembe,LUPEMBE,324,26,12
NJOMBE,Njombe,Matembwe,MANYUNYU,661,53,12
NJOMBE,Njombe,Mtwango,SOVI,560,69,8
NJOMBE,Njombe,Ikuna,IKUNA,325,39,8
NJOMBE,Njombe,Idamba,IDAMBA,202,19,11
NJOMBE,Njombe,Kidegembye,KIDEGEMBYE SEKONDARI,372,38,10
NJOMBE,Njombe,Ninga,NINGA SEKONDARI,233,18,13
NJOMBE,Njombe,Igongolo,ITIPINGI,411,51,8
NJOMBE,Njombe,Kichiwa,J.M MAKWETA,372,31,12
NJOMBE,Ludewa,Ludewa,CHIEF KIDULILE,540,41,13
NJOMBE,Ludewa,Luana,LUANA,173,25,7
NJOMBE,Ludewa,Mawengi,MADUNDA,481,29,17
NJOMBE,Ludewa,Ludende,IKOVO,150,22,7
NJOMBE,Ludewa,Milo,MAVALA,209,20,10
NJOMBE,Ludewa,Lupanga,MT. MASUSA,172,25,7
NJOMBE,Ludewa,Mlangali,ULAYASI,687,37,19
NJOMBE,Ludewa,Lugarawa,LUGARAWA,422,31,14
NJOMBE,Ludewa,Mundindi,MUNDINDI,264,32,8
NJOMBE,Ludewa,Mavanga,MAVANGA,157,30,5
NJOMBE,Ludewa,Madope,KAYAO,200,27,7
NJOMBE,Ludewa,Madilu,MADILU,280,28,10
NJOMBE,Ludewa,Manda,MANDA,290,20,15
NJOMBE,Ludewa,Nkomang'ombe,KETEWAKA,141,23,6
NJOMBE,Ludewa,Luilo,MCHUCHUMA,181,22,8
NJOMBE,Ludewa,Makonde,MAKONDE,405,29,14
NJOMBE,Ludewa,Lupingu,MT. LIVINGSTONE,171,25,7
NJOMBE,Wanging'ombe,Mdandu,WANIKE,699,26,27
NJOMBE,Wanging'ombe,Igima,IGIMA,662,32,21
NJOMBE,Wanging'ombe,Igwachanya,IGWACHANYA,544,32,17
NJOMBE,Wanging'ombe,Usuka,USUKA,182,12,15
NJOMBE,Wanging'ombe,Luduga,LUDUGA,672,21,32
NJOMBE,Wanging'ombe,Wanging'ombe,WANGING'OMBE,645,28,23
NJOMBE,Wanging'ombe,Uhambule,THOMAS NYIMBO,262,9,29
NJOMBE,Wanging'ombe,Kijombe,KIJOMBE,304,23,13
NJOMBE,Wanging'ombe,Saja,SAJA,378,21,18
NJOMBE,Wanging'ombe,Ilembula,ILEMBULA,496,35,14
NJOMBE,Wanging'ombe,Wangama,MARIA NYERERE,569,23,25
NJOMBE,Wanging'ombe,Ulembwe,ULEMBWE,547,38,14
NJOMBE,Wanging'ombe,Imalinyi,PHILIP MANGULA,715,27,26
NJOMBE,Wanging'ombe,Igosi,IGOSI,205,20,10
NJOMBE,Wanging'ombe,Makoga,MAKOGA,318,25,13
NJOMBE,Wanging'ombe,Kipengele,MOUNT KIPENGERE,320,26,12
PWANI,Bagamoyo,Fukayosi,FUKAYOSI,96,11,9
PWANI,Bagamoyo,Yombo,MATIMBWA,630,42,15
PWANI,Bagamoyo,Zinga,ZINGA,633,62,10
PWANI,Bagamoyo,Kerege,KEREGE,488,40,12
PWANI,Bagamoyo,Kiromo,KIROMO,465,62,8
PWANI,Bagamoyo,Dunda,BAGAMOYO,822,47,17
PWANI,Bagamoyo,Dunda,DUNDA,546,60,9
PWANI,Bagamoyo,Magomeni,HASSANAL DAMJI,559,61,9
PWANI,Bagamoyo,Magomeni,KINGANI,577,65,9
PWANI,Chalinze,Msata,MSATA,664,39,17
PWANI,Chalinze,Kiwangwa,KIWANGWA,914,41,22
PWANI,Chalinze,Mbwewe,CHANGALIKWA,421,27,16
PWANI,Chalinze,Kimange,KIMANGE,355,24,15
PWANI,Chalinze,Kibindu,KIBINDU,207,20,10
PWANI,Chalinze,Miono,KIKARO,733,38,19
PWANI,Chalinze,Miono,MIONO,384,17,23
PWANI,Chalinze,Mandera,MANDERA,346,32,11
PWANI,Chalinze,Mkange,MATIPWILI,199,25,8
PWANI,Chalinze,Lugoba,LUGOBA,1424,62,23
PWANI,Chalinze,Lugoba,MORETO,322,33,10
PWANI,Chalinze,Msoga,MBOGA,411,33,12
PWANI,Chalinze,Talawanda,TALAWANDA,295,31,10
PWANI,Chalinze,Vigwaza,VIGWAZA,523,47,11
PWANI,Chalinze,Bwilingu,CHALINZE,1151,60,19
PWANI,Chalinze,Bwilingu,MDAULA,445,38,12
PWANI,Chalinze,Ubenazomozi,UBENA,374,41,9
PWANI,Kibaha,Soga,RAFSANJAN SOGA,597,44,14
PWANI,Kibaha,Ruvu,RUVUSTATION,414,13,32
PWANI,Kibaha,Kwala,KWALA,418,21,20
PWANI,Kibaha,Magindu,MAGINDU,468,22,21
PWANI,Kibaha,Mlandizi,DOSA AZIZ,498,44,11
PWANI,Kibaha,Mlandizi,MIHANDE,480,36,13
PWANI,Kibaha,Kilangalanga,KILANGALANGA,1085,58,19
PWANI,Kibaha,Kilangalanga,RUVU,738,53,14
PWANI,Kibaha TC,Pangani,PANGANI SECONDARY SCHOOL,361,44,8
PWANI,Kibaha TC,Mailimoja,BUNDIKANI SECONDARY SCHOOL,668,50,13
PWANI,Kibaha TC,Tumbi,MWANALUGALI SECONDARY SCHOOL,398,45,9
PWANI,Kibaha TC,Tumbi,KIBAHA BOYS SECONDARY SCHOOL,826,52,16
PWANI,Kibaha TC,Tumbi,KIBAHA GIRLS SECONDARY SCHOOL,289,29,10
PWANI,Kibaha TC,Tumbi,TUMBI SECONDARY SCHOOL,598,39,15
PWANI,Kibaha TC,Mkuza,NYUMBU SECONDARY SCHOOL,1234,63,20
PWANI,Kibaha TC,Kibaha,SIMBANI SECONDARY SCHOOL,704,52,14
PWANI,Kibaha TC,Kongowe,MWAMBISI FOREST SECONDARY SCHOOL,406,21,19
PWANI,Kibaha TC,Kongowe,MIEMBESABA SECONDARY SCHOOL,684,63,11
PWANI,Kibaha TC,Misugusugu,ZOGOWALE SECONDARY SCHOOL,404,36,11
PWANI,Kibaha TC,Visiga,VISIGA SECONDARY SCHOOL,408,13,31
PWANI,Kibaha TC,Mbwawa,MBWAWA MISWE SECONDARY SCHOOL,131,20,7
PWANI,Kisarawe,Kibuta,KIBUTA,252,27,9
PWANI,Kisarawe,Masaki,MASAKI,271,37,7
PWANI,Kisarawe,Vihingo,MZENGA,429,37,12
PWANI,Kisarawe,Kurui,KURUI,135,19,7
PWANI,Kisarawe,Chole,CHOLE,254,25,10
PWANI,Kisarawe,Vikumburu,VIKUMBURU,114,10,11
PWANI,Kisarawe,Maneromango,MANEROMANGO,246,28,9
PWANI,Kisarawe,Maneromango,GONGONI,254,20,13
PWANI,Kisarawe,Msanga,JANGUO,404,27,15
PWANI,Kisarawe,Marumbo,MFURU,262,26,10
PWANI,Kisarawe,Kisarawe,CHANZIGE,308,50,6
PWANI,Kisarawe,Kisarawe,KIMANI,343,44,8
PWANI,Kisarawe,Kisarawe,MINAKI,767,69,11
PWANI,Kisarawe,Kiluvya,MAKURUNGE,359,46,8
PWANI,Kisarawe,Msimbu,MSIMBU,441,42,11
PWANI,Mafia,Kanga,BWENI,157,19,8
PWANI,Mafia,Kirongwe,KIRONGWE,220,21,10
PWANI,Mafia,Baleni,BALENI,364,19,19
PWANI,Mafia,Miburani,MICHENI,180,24,8
PWANI,Mafia,Kilindoni,KILINDONI,392,27,15
PWANI,Mafia,Kiegeani,KITOMONDO,442,30,15
PWANI,Mkuranga,Mbezi,SHUNGUBWENI,258,21,12
PWANI,Mkuranga,Kisiju,KISIJUPWANI,154,16,10
PWANI,Mkuranga,Dondo,KISIJU,198,19,10
PWANI,Mkuranga,Kitomondo,MKUGILO,252,21,12
PWANI,Mkuranga,Magawa,MAGAWA,118,5,24
PWANI,Mkuranga,Msonga,NASIBUGANI,200,17,12
PWANI,Mkuranga,Lukanga,LUKANGA,166,21,8
PWANI,Mkuranga,Mkamba,KIZOMLA,144,7,21
PWANI,Mkuranga,Panzuo,PANZUO,124,16,8
PWANI,Mkuranga,Nyamato,MKIU,254,24,11
PWANI,Mkuranga,Kimanzichana,MKAMBA,270,23,12
PWANI,Mkuranga,Beta,KIIMBWANINDI,379,22,17
PWANI,Mkuranga,Bupu,MAMNDIMKONGO,255,17,15
PWANI,Mkuranga,Mwarusembe,MWARUSEMBE,298,33,9
PWANI,Mkuranga,Mkuranga,DUNDANI,251,38,7
PWANI,Mkuranga,Mkuranga,MWINYI,866,40,22
PWANI,Mkuranga,Tengelea,TENGELEA,326,24,14
PWANI,Mkuranga,Vikindu,VIKINDU,635,34,19
PWANI,Mkuranga,Mipeko,TAMBANI,269,34,8
PWANI,Mkuranga,Kiparang'anda,KIPARANG'ANDA,323,37,9
PWANI,Mkuranga,Vianzi,KISIMA,155,24,6
PWANI,Mkuranga,Vianzi,VIANZI,431,22,20
PWANI,Rufiji,Mgomba,IKWIRIRI,707,34,21
PWANI,Rufiji,Ikwiriri,KAZAMOYO,535,30,18
PWANI,Rufiji,Umwe,UMWE,145,17,9
PWANI,Rufiji,Ngorongo,NGORONGO,144,21,7
PWANI,Rufiji,Mwaseni,MWASENI,189,22,9
PWANI,Rufiji,Mkongo,MKONGO,460,24,19
PWANI,Rufiji,Mbwara,MBWARA,187,10,19
PWANI,Rufiji,Mohoro,MOHORO,411,26,16
PWANI,Rufiji,Kiongoroni,MTANGA DELTA,159,21,8
PWANI,Rufiji,Mjawa,MJAWA,398,22,18
PWANI,Rufiji,Bungu,MSAFIRI,556,33,17
PWANI,Rufiji,Mahege,MAHEGE,248,27,9
PWANI,Rufiji,Mlanzi,MLANZI,158,27,6
PWANI,Rufiji,Mchukwi,MCHUKWI,308,20,15
PWANI,Rufiji,Mtunda,KIKALE,94,15,6
PWANI,Rufiji,Ruaruke,RUARUKE,188,17,11
PWANI,Rufiji,Salale,NYAMISATI,174,17,10
PWANI,Rufiji,Salale,WAMA NAKAYAMA,353,26,14
PWANI,Rufiji,Utete,UTETE,651,33,20
PWANI,Rufiji,Kibiti,ZIMBWINI,780,40,20
PWANI,Rufiji,Mtawanya,KIBITI,850,33,26
RUKWA,Kalambo,Kasanga,KASANGA,185,15,12
RUKWA,Kalambo,Kisumba,CHISENGA,291,13,22
RUKWA,Kalambo,Matai,MATAI,934,35,27
RUKWA,Kalambo,Mkowe,KALAMBO,182,24,8
RUKWA,Kalambo,Msanzi,MSANZI,383,24,16
RUKWA,Kalambo,Katete,MACHINDA,151,15,10
RUKWA,Kalambo,Sopa,KANYELE,205,19,11
RUKWA,Kalambo,Sopa,ULUNGU,111,14,8
RUKWA,Kalambo,Mwimbi,MWIMBI,242,20,12
RUKWA,Kalambo,Mambwe Nkoswe,NAMEMA,104,2,52
RUKWA,Kalambo,Ulumi,MAMBWE,449,19,24
RUKWA,Kalambo,Mambwekenya,KALEMBE,164,10,16
RUKWA,Kalambo,Legeza Mwendo,ZENGWA,138,14,10
RUKWA,Kalambo,Mwazye,MWAZYE,400,9,44
RUKWA,Kalambo,Katazi,KATAZI,394,15,26
RUKWA,Sumbawanga,Ilemba,ILEMBA,282,14,20
RUKWA,Sumbawanga,Kaoze,KAOZE,194,16,12
RUKWA,Sumbawanga,Kipeta,KIPETA,147,19,8
RUKWA,Sumbawanga,Mtowisa,VUMA,389,19,20
RUKWA,Sumbawanga,Muze,MAZOKA,377,22,17
RUKWA,Sumbawanga,Mfinga,KIKWALE,161,19,8
RUKWA,Sumbawanga,Milepa,MILENIA,342,15,23
RUKWA,Sumbawanga,Mpui,MPUI,348,24,15
RUKWA,Sumbawanga,Kalambanzite,KWELA,254,18,14
RUKWA,Sumbawanga,Sandulula,MAKUZANI,247,24,10
RUKWA,Sumbawanga,Kaengesa,MZINDAKAYA,576,26,22
RUKWA,Sumbawanga,Lusaka,LUSAKA,237,19,12
RUKWA,Sumbawanga,Miangalua,MIANGALUA,323,21,15
RUKWA,Sumbawanga,Msanda Muungano,UNYIHA,149,21,7
RUKWA,Sumbawanga,Laela,UCHILE,553,22,25
RUKWA,Sumbawanga MC,Izia,MAZWI,934,48,19
RUKWA,Sumbawanga MC,Izia,SUMBAWANGA,938,49,19
RUKWA,Sumbawanga MC,Mafulala,MAFULALA,730,37,20
RUKWA,Sumbawanga MC,Chanji,KANTALAMBA,829,54,15
RUKWA,Sumbawanga MC,Msua,CHANJI,712,52,14
RUKWA,Sumbawanga MC,Sumbawanga,KATUMA,542,40,14
RUKWA,Sumbawanga MC,Kizwite,KIZWITE,1104,49,23
RUKWA,Sumbawanga MC,Malangali,MHAMA,330,33,10
RUKWA,Sumbawanga MC,Majengo,KILIMANI MAWENI,949,44,22
RUKWA,Sumbawanga MC,Mazwi,KANDA,571,42,14
RUKWA,Sumbawanga MC,Kasense,MTIPE,288,19,15
RUKWA,Sumbawanga MC,Mollo,IPEPA,344,19,18
RUKWA,Sumbawanga MC,Senga,MBIZI,160,21,8
RUKWA,Sumbawanga MC,Matanga,KICHEMA,212,21,10
RUKWA,Sumbawanga MC,Milanzi,KALANGASA,330,27,12
RUKWA,Sumbawanga MC,Ntendo,LUKANGAO,250,25,10
RUKWA,Sumbawanga MC,Pito,ITWELELE,556,32,17
RUKWA,Nkasi,Chala,CHALA,404,10,40
RUKWA,Nkasi,Nkandasi,MILUNDIKWA,350,5,70
RUKWA,Nkasi,Mkwamba,MKWAMBA,117,11,11
RUKWA,Nkasi,Kate,KATE,426,16,27
RUKWA,Nkasi,Kipande,KIPANDE,196,12,16
RUKWA,Nkasi,Kipande,NKUNDI,165,9,18
RUKWA,Nkasi,Sintali,SINTALI,248,9,28
RUKWA,Nkasi,Isale,ISALE,149,10,15
RUKWA,Nkasi,Isale,NTUCHI,200,12,17
RUKWA,Nkasi,Wampembe,WAMPEMBE,283,8,35
RUKWA,Nkasi,Ninde,NINDE,191,10,19
RUKWA,Nkasi,Kala,KALA,221,8,28
RUKWA,Nkasi,Kirando,KIRANDO,609,9,68
RUKWA,Nkasi,Kipili,KIPILI,303,9,34
RUKWA,Nkasi,Korongwe,KORONGWE,161,13,12
RUKWA,Nkasi,Kabwe,KABWE,234,6,39
RUKWA,Nkasi,Nkomolo,MKOLE,121,13,9
RUKWA,Nkasi,Nkomolo,NKOMOLO,450,21,21
RUKWA,Nkasi,Namanyere,MKANGALE,373,23,16
RUKWA,Nkasi,Namanyere,NKASI,790,27,29
RUKWA,Nkasi,Mtenga,MASHETE,231,15,15
RUKWA,Nkasi,Mtenga,MTENGA,240,10,24
RUVUMA,Mbinga,Mikalanga,MIKALANGA,575,17,34
RUVUMA,Mbinga,Maguu,MAGUU,204,18,11
RUVUMA,Mbinga,Maguu,MKUWANI,247,9,27
RUVUMA,Mbinga,Langiro,LANGIRO,314,16,20
RUVUMA,Mbinga,Langiro,MKOHA,165,13,13
RUVUMA,Mbinga,Mapera,HAGATI,328,18,18
RUVUMA,Mbinga,Litembo,LITEMBO,335,15,22
RUVUMA,Mbinga,Kitura,KITURA,306,9,34
RUVUMA,Mbinga,Nyoni,NYONI,335,16,21
RUVUMA,Mbinga,Mpapa,MIPARU,269,16,17
RUVUMA,Mbinga,Mbuji,MAHILO,175,12,15
RUVUMA,Mbinga,Mbuji,MBUJI,165,11,15
RUVUMA,Mbinga,Mkumbi,MKUMBI,283,14,20
RUVUMA,Mbinga,Wukiro,WUKIRO,237,12,20
RUVUMA,Mbinga,Ukata,UKATA,178,9,20
RUVUMA,Mbinga,Kipololo,KIPOLOLO,201,14,14
RUVUMA,Mbinga,Linda,LINDA,167,10,17
RUVUMA,Mbinga,Matiri,MATIRI,426,19,22
RUVUMA,Mbinga,Kingosera,KIAMILI,572,23,25
RUVUMA,Mbinga,Kingosera,KIGONSERA,950,24,40
RUVUMA,Mbinga,Kingosera,MBINGA GIRLS,260,11,24
RUVUMA,Mbinga,Mkako,MKAKO,347,22,16
RUVUMA,Mbinga,Kihangi Mahuka,KIHANGIMAHUKA,128,17,8
RUVUMA,Mbinga,Lukarasi,LULI,206,14,15
RUVUMA,Mbinga,Namswea,NAMSWEA,244,11,22
RUVUMA,Mbinga,Ruanda,RUANDA,363,11,33
RUVUMA,Mbinga,Litumbandyosi,LITUMBANDYOSI,170,13,13
RUVUMA,Mbinga,Litumbandyosi,LUHAGARA,150,14,11
RUVUMA,Mbinga TC,Myangayanga,KINDIMBA,212,13,16
RUVUMA,Mbinga TC,Luwaita,LUSETU,307,18,17
RUVUMA,Mbinga TC,Utiri,NDELA,315,12,26
RUVUMA,Mbinga TC,Kikolo,KIKOLO,144,9,16
RUVUMA,Mbinga TC,Mbangamao,MBANGAMAO,452,23,20
RUVUMA,Mbinga TC,Mpepai,DR.A.M.SHEIN,257,13,20
RUVUMA,Mbinga TC,Kilimani,MKWAYA,247,20,12
RUVUMA,Mbinga TC,Kitanda,NGWILIZI,271,19,14
RUVUMA,Mbinga TC,Mbambi,MBAMBI,492,33,15
RUVUMA,Mbinga TC,Masumuni,MAKITA,565,31,18
RUVUMA,Mbinga TC,Mbinga Mjini B,MBINGA,665,34,20
RUVUMA,Namtumbo,Mchomolo,KORIDO,251,17,15
RUVUMA,Namtumbo,Kitanda,MBUNGA,316,15,21
RUVUMA,Namtumbo,Kitanda,MKOMANILE,188,16,12
RUVUMA,Namtumbo,Rwinga,PAMOJA,234,19,12
RUVUMA,Namtumbo,Rwinga,RWINGA,339,24,14
RUVUMA,Namtumbo,Mgombasi,MGOMBASI,466,13,36
RUVUMA,Namtumbo,Likuyuseka,SELOUS,303,14,22
RUVUMA,Namtumbo,Litola,LUEGU,255,16,16
RUVUMA,Namtumbo,Luegu,LUNA,333,22,15
RUVUMA,Namtumbo,Mkongo,KIMOLO,131,13,10
RUVUMA,Namtumbo,Mkongo,NAHIMBA,177,13,14
RUVUMA,Namtumbo,Limamu,MWALIKO,155,17,9
RUVUMA,Namtumbo,Hanga,NANUNGU,286,29,10
RUVUMA,Namtumbo,Msindo,MSINDO,265,8,33
RUVUMA,Namtumbo,Msindo,MTAKANINI,121,19,6
RUVUMA,Namtumbo,Luchili,LUCHILI,184,11,17
RUVUMA,Namtumbo,Namabengo,NAMABENGO,611,26,24
RUVUMA,Namtumbo,Namabengo,UTWANGO,164,23,7
RUVUMA,Namtumbo,Ligera,LUKIMWA,161,15,11
RUVUMA,Namtumbo,Lisimonji,LISIMONJI,155,8,19
RUVUMA,Namtumbo,Magazini,MAGAZINI,275,10,28
RUVUMA,Namtumbo,Namtumbo,NARWI,227,20,11
RUVUMA,Namtumbo,Namtumbo,NASULI,420,21,20
RUVUMA,Namtumbo,Lusewa,SASAWALA,262,15,17
RUVUMA,Nyasa,Mbamba bay,MBAMBA BAY,315,22,14
RUVUMA,Nyasa,Mtipwili,URBERKANT,180,18,10
RUVUMA,Nyasa,Chiwanda,NYASA,257,14,18
RUVUMA,Nyasa,Kilosa,LIMBO,268,23,12
RUVUMA,Nyasa,Lipingo,LUNDO,380,22,17
RUVUMA,Nyasa,Liuli,ST. PAULS,572,28,20
RUVUMA,Nyasa,Kihagara,MANGO,374,17,22
RUVUMA,Nyasa,Liparamba,LIPARAMBA,192,14,14
RUVUMA,Nyasa,Tingi,TINGI,349,16,22
RUVUMA,Nyasa,Kingerikiti,KINGERIKITI,366,22,17
RUVUMA,Nyasa,Lumeme,KILUMBA,211,18,12
RUVUMA,Nyasa,Lituhi,LITUHI,401,16,25
RUVUMA,Nyasa,Ngumbo,NGUMBO,206,13,16
RUVUMA,Nyasa,Mbaha,MONICA MBEGA,180,12,15
RUVUMA,Madaba,Wino,WINO,608,18,34
RUVUMA,Madaba,Mkongotema,LIPUPUMA,152,14,11
RUVUMA,Madaba,Mkongotema,MAGINGO,110,19,6
RUVUMA,Madaba,Mahanje,MAHANJE,207,18,12
RUVUMA,Madaba,Lituta,MADABA,576,36,16
RUVUMA,Madaba,Matumbi,IFINGA,61,8,8
RUVUMA,Madaba,Mtyangimbole,NGULUMA,282,29,10
RUVUMA,Madaba,Gumbiro,GUMBIRO,205,16,13
RUVUMA,Songea,Peramiho,MAPOSENI,903,32,28
RUVUMA,Songea,Peramiho,NAMIHORO,376,35,11
RUVUMA,Songea,Maposeni,DARAJAMBILI,171,23,7
RUVUMA,Songea,Mpandangindo,LUPUNGA,204,27,8
RUVUMA,Songea,Kilagano,KILAGANO,326,21,16
RUVUMA,Songea,Liganga,LIGANGA,106,22,5
RUVUMA,Songea,Litisha,NALIMA,220,24,9
RUVUMA,Songea,Matimila,MATIMIRA,173,14,12
RUVUMA,Songea,Lilahi,MUHUKURU,64,12,5
RUVUMA,Songea,Muhukuru,BARABARANI,97,12,8
RUVUMA,Songea,Magagula,MAGAGURA,193,21,9
RUVUMA,Songea,Mbinga Mhalule,MHALULE,195,25,8
RUVUMA,Songea,Ndongosi,NAMATUHI,54,14,4
RUVUMA,Songea,Ndongosi,NDONGOSI,54,8,7
RUVUMA,Songea,Mpitimbi,MPITIMBI,570,26,22
RUVUMA,Tunduru,Mchangani,MATAKA,608,38,16
RUVUMA,Tunduru,Majengo,TUNDURU,683,33,21
RUVUMA,Tunduru,Masonya,MASONYA,501,25,20
RUVUMA,Tunduru,Nanjoka,MGOMBA,603,34,18
RUVUMA,Tunduru,Nanjoka,FRANK WESTON,678,35,19
RUVUMA,Tunduru,Matemanga,MATEMANGA,375,20,19
RUVUMA,Tunduru,Namwinyu,NAMWINYU,252,18,14
RUVUMA,Tunduru,Ligunga,LIGUNGA,207,14,15
RUVUMA,Tunduru,Nampungu,NAMPUNGU,70,13,5
RUVUMA,Tunduru,Kidodoma,KIDODOMA,152,11,14
RUVUMA,Tunduru,Nandembo,NANDEMBO,477,21,23
RUVUMA,Tunduru,Nalasi Magharibi,NALASI,214,14,15
RUVUMA,Tunduru,Mbesa,MBESA,290,19,15
RUVUMA,Tunduru,Mchoteka,MCHOTEKA,190,18,11
RUVUMA,Tunduru,Marumba,MARUMBA,230,14,16
RUVUMA,Tunduru,Mchesi,LUKUMBULE,234,12,20
RUVUMA,Tunduru,Mtina,SEMENI,214,16,13
RUVUMA,Tunduru,Namasakata,NAMASAKATA,341,15,23
RUVUMA,Tunduru,Ligoma,LIGOMA,289,18,16
RUVUMA,Tunduru,Nakapanya,NAKAPANYA,396,19,21
RUVUMA,Tunduru,Namiungo,MTUTURA,236,16,15
RUVUMA,Songea MC,Mashangano,CHANDARUA,198,35,6
RUVUMA,Songea MC,Mletele,MDANDAMO,149,27,6
RUVUMA,Songea MC,Mletele,MLETELE,153,13,12
RUVUMA,Songea MC,Bombambili,BOMBAMBILI,624,39,16
RUVUMA,Songea MC,Matogoro,KALEMBO,249,26,10
RUVUMA,Songea MC,Matogoro,MATOGORO,340,34,10
RUVUMA,Songea MC,Mjini,MASHUJAA,417,39,11
RUVUMA,Songea MC,Mjini,SONGEA GIRLS,941,41,23
RUVUMA,Songea MC,Misufini,ZIMANIMOTO,211,33,6
