REGION,COUNCIL,WARD,SCHOOL NAME,ENROLMENT,TEACHERS,QPTR
SINGIDA,Singida MC,Mtipa,MTIPA,361,27,13
SINGIDA,Singida MC,Unyamikumbi,MUFUMBU,200,10,20
SINGIDA,Singida MC,Unyamikumbi,UNYAMIKUMBI,261,6,44
SONGWE,Tunduma TC,Chapwa,MPAKANI,910,34,27
SONGWE,Tunduma TC,Sogea,JM. KIKWETE,1076,34,32
SONGWE,Tunduma TC,Chiwezi,MPEMBA,378,29,13
SONGWE,Tunduma TC,Chiwezi,NAMOLE,65,15,4
SONGWE,Tunduma TC,Chipaka,MWL. J. K. NYERERE,1374,35,39
SONGWE,Mbozi,Iyula,MSANKWI SECONDARY SCHOOL,360,19,19
SONGWE,Mbozi,Iyula,NZOVU SECONDARY SCHOOL,224,18,12
SONGWE,Mbozi,Iyula,SIMBEGA SECONDARY SCHOOL,481,27,18
SONGWE,Mbozi,Myovizi,MYOVIZI SECONDARY SCHOOL,528,38,14
SONGWE,Mbozi,Mlangali,MLANGALI SECONDARY SCHOOL,354,24,15
SONGWE,Mbozi,Mlangali,SHAJI SECONDARY SCHOOL,246,22,11
SONGWE,Mbozi,Nanyala,SHIKULA SECONDARY SCHOOL,321,26,12
SONGWE,Mbozi,Ruanda,LUMBILA SECONDARY SCHOOL,199,21,9
SONGWE,Mbozi,Ruanda,NANSWILU SECONDARY SCHOOL,224,24,9
SONGWE,Mbozi,Isansa,IGANYA SECONDARY SCHOOL,332,20,17
SONGWE,Mbozi,Isansa,ITUMPI SECONDARY SCHOOL,491,17,29
SONGWE,Mbozi,Isansa,MSENSE SECONDARY SCHOOL,626,28,22
SONGWE,Mbozi,Msia,IGANDUKA SECONDARY SCHOOL,274,12,23
SONGWE,Mbozi,Msia,ISALALO SECONDARY SCHOOL,220,20,11
SONGWE,Mbozi,Msia,MSIA SECONDARY SCHOOL,389,25,16
SONGWE,Mbozi,Nambinzo,NAMBINZO SECONDARY SCHOOL,317,28,11
SONGWE,Mbozi,Nambinzo,NKANGA SECONDARY SCHOOL,254,13,20
SONGWE,Mbozi,Igamba,IDIMI SECONDARY SCHOOL,269,15,18
SONGWE,Mbozi,Igamba,IGAMBA SECONDARY SCHOOL,480,29,17
SONGWE,Mbozi,Igamba,SHIWINGA SECONDARY SCHOOL,477,33,14
SONGWE,Mbozi,Igamba,ITEPULA SECONDARY SCHOOL,294,19,15
SONGWE,Mbozi,Itaka,INSANI SECONDARY SCHOOL,155,15,10
SONGWE,Mbozi,Itaka,MSANGAWALE SECONDARY SCHOOL,324,14,23
SONGWE,Mbozi,Bara,BARA SECONDARY SCHOOL,258,16,16
SONGWE,Mbozi,Bara,ITAKA SECONDARY SCHOOL,296,15,20
SONGWE,Mbozi,Halungu,HALUNGU SECONDARY SCHOOL,380,20,19
SONGWE,Mbozi,Halungu,HAMPANGALA SECONDARY SCHOOL,323,16,20
SONGWE,Mbozi,Halungu,LWATI SECONDARY SCHOOL,301,18,17
SONGWE,Mbozi,Ipunga,IPUNGA SECONDARY SCHOOL,234,25,9
SONGWE,Mbozi,Ihanda,IHANDA SECONDARY SCHOOL,896,36,25
SONGWE,Mbozi,Isandula,ISANDULA SECONDARY SCHOOL,237,23,10
SONGWE,Mbozi,Isandula,KILIMAMPIMBI SECONDARY SCHOOL,150,15,10
SONGWE,Mbozi,Nyimbili,HEZYA SECONDARY SCHOOL,210,6,35
SONGWE,Mbozi,Nyimbili,NYIMBILI SECONDARY SCHOOL,231,21,11
SONGWE,Mbozi,Mlowo,MLOWO SECONDARY SCHOOL,733,41,18
SONGWE,Mbozi,Mlowo,NALYELYE SECONDARY SCHOOL,1034,43,24
SONGWE,Mbozi,Vwawa,ILOLO SECONDARY SCHOOL,621,41,15
SONGWE,Mbozi,Vwawa,ISANGU SECONDARY SCHOOL,661,50,13
SONGWE,Mbozi,Vwawa,NDUGU SECONDARY SCHOOL,663,39,17
SONGWE,Mbozi,Vwawa,VWAWA SECONDARY SCHOOL,1042,63,17
SONGWE,Momba,Ndalambo,CHIKANAMLILO,316,30,11
SONGWE,Momba,Myunga,MOMBA,296,23,13
SONGWE,Momba,Kapele,KAPELE,223,13,17
SONGWE,Momba,Nkangamo,NKANGAMO,253,25,10
SONGWE,Momba,Kamsamba,UWANDA,156,24,7
SONGWE,Momba,Ivuna,IVUNA,168,19,9
SONGWE,Momba,Mkulwe,MKULWE,215,15,14
SONGWE,Momba,Msangano,MSANGANO,217,22,10
SONGWE,Momba,Chitete,CHITETE,204,20,10
SONGWE,Ileje,Bupigu,BUPIGU,143,21,7
SONGWE,Ileje,Chitete,KAKOMA,244,14,17
SONGWE,Ileje,Isongole,NAKALULU,253,21,12
SONGWE,Ileje,Mbebe,MBEBE,273,22,12
SONGWE,Ileje,Ibaba,IBABA,324,14,23
SONGWE,Ileje,Itale,ITALE,256,15,17
SONGWE,Ileje,Itumba,ILEJE,771,34,23
SONGWE,Ileje,Itumba,ITUMBA,291,22,13
SONGWE,Ileje,Mlale,MLALE,181,18,10
SONGWE,Ileje,Ndola,NDOLA,223,19,12
SONGWE,Ileje,Malangali,MSOMBA,214,15,14
SONGWE,Ileje,Kalembo,STIVEN KIBONA,177,17,10
SONGWE,Ileje,Ikinga,IKINGA,270,10,27
SONGWE,Ileje,Ngulilo,NGULILO,149,18,8
SONGWE,Ileje,Ngulugulu,NGULUGULU,199,11,18
SONGWE,Ileje,Lubanda,LUBANDA,348,24,15
SONGWE,Ileje,Kafule,KAFULE,423,19,22
SONGWE,Ileje,Luswisi,LUSWISI,188,18,10
SONGWE,Ileje,Sange,SANGE,146,16,9
TABORA,Igunga,Mbutu,MBUTU,251,18,14
TABORA,Igunga,Bukoko,BUKOKO,198,10,20
TABORA,Igunga,Itumba,ITUMBA,186,8,23
TABORA,Igunga,Nanga,NANGA,517,26,20
TABORA,Igunga,Nguvumoja,NGUVUMOJA,112,13,9
TABORA,Igunga,Igurubi,IGURUBI,300,12,25
TABORA,Igunga,Itunduru,ITUNDURU,93,8,12
TABORA,Igunga,Kinungu,KINUNGU,102,11,9
TABORA,Igunga,Mwamashimba,MWAMASHIMBA,200,10,20
TABORA,Igunga,Mwamashiga,MWAMASHIGA,105,8,13
TABORA,Igunga,Kining'inila,KINING'INILA,95,9,11
TABORA,Igunga,Isakamaliwa,ISAKAMALIWA,29,8,4
TABORA,Igunga,Nkinga,NKINGA,505,23,22
TABORA,Igunga,Sungwizi,SUNGWIZI,164,13,13
TABORA,Igunga,Ndembezi,NDEMBEZI,327,17,19
TABORA,Igunga,Nyandekwa,MWAKIPANGA,244,13,19
TABORA,Igunga,Chomachankola,CHOMA,384,9,43
TABORA,Igunga,Mwashikumbili,MWASHIKU,98,7,14
TABORA,Igunga,Ngulu,Ngulumwa,98,14,7
TABORA,Igunga,Ntobo,MISANA,135,15,9
TABORA,Igunga,Ziba,ZIBA,576,19,30
TABORA,Igunga,Simbo,SIMBO,345,14,25
TABORA,Igunga,Igoweko,IGOWEKO,153,8,19
TABORA,Igunga,Chabutwa,ICHAMA,170,12,14
TABORA,Igunga,Mwisi,MWISI,330,14,24
TABORA,Igunga,Igunga,HANIHANI,559,27,21
TABORA,Igunga,Igunga,IGUNGA,836,26,32
TABORA,Igunga,Igunga,MWANZUGI,394,23,17
TABORA,Igunga,Igunga,MWAYUNGE,387,21,18
TABORA,Kaliua,Kaliua,KALIUA,976,45,22
TABORA,Kaliua,Ufukutwa,KAPUYA,306,23,13
TABORA,Kaliua,Ugunga,UGUNGA,200,21,10
TABORA,Kaliua,Ukumbi Siganga,UKUMBISIGANGA,407,18,23
TABORA,Kaliua,Igagala,IGAGALA,439,28,16
TABORA,Kaliua,Usinge,USINGE,611,26,24
TABORA,Kaliua,Kazaroho,KAZAROHO,371,30,12
TABORA,Kaliua,Ushokola,USHOKOLA,366,25,15
TABORA,Kaliua,Mwongozo,MONGOZO,265,35,8
TABORA,Kaliua,Uyowa,UYOWA,347,25,14
TABORA,Kaliua,Ichemba,MKINDO,159,22,7
TABORA,Kaliua,Kashishi,KASHISHI,478,21,23
TABORA,Kaliua,Kanindo,KANINDO,350,16,22
TABORA,Kaliua,Milambo,ULYAMKULU,780,44,18
TABORA,Nzega,Isanzu,ISANZU,202,12,17
TABORA,Nzega,Nata,NATA,307,16,19
TABORA,Nzega,Lusu,HAMZA AZIZI,224,11,20
TABORA,Nzega,Muhugi,MUHUGI,101,9,11
TABORA,Nzega,Utwigu,MWANHALA,240,13,18
TABORA,Nzega,Wela,WELA,46,8,6
TABORA,Nzega,Budushi,BUDUSHI,74,15,5
TABORA,Nzega,Puge,PUGE,292,17,17
TABORA,Nzega,Milambo Itobo,MILAMBO ITOBO,83,11,8
TABORA,Nzega,Magengati,MAGENGATI,182,11,17
TABORA,Nzega,Nkiniziwa,NKINIZIWA,122,11,11
TABORA,Nzega,Tongi,TONGI,140,12,12
TABORA,Nzega,Mizibaziba,MIZIBAZIBA,92,13,7
TABORA,Nzega,Ndala,KAMPALA,492,18,27
TABORA,Nzega,Mwakashanhala,MWAKASHANHALA,160,10,16
TABORA,Nzega,Isagenhe,ISAGENHE,102,9,11
TABORA,Nzega,Mogwa,MOGWA,127,12,11
TABORA,Nzega,Mambali,MAMBALI,318,10,32
TABORA,Nzega,Kamanhalanga,MABONDE,83,10,8
TABORA,Nzega,Semembela,SEMEMBELA,121,12,10
TABORA,Nzega,Ikindwa,IKINDWA,198,17,12
TABORA,Nzega,Bukene,BUKENE,261,16,16
TABORA,Nzega,Uduka,KILI,344,14,25
TABORA,Nzega,Shigamba,SHIGAMBA,41,9,5
TABORA,Nzega,Sigili,SIGILI,110,10,11
TABORA,Nzega,Itobo,ITOBO,203,16,13
TABORA,Nzega,Karitu,KARITU,83,11,8
TABORA,Nzega,Kasela,KASELA,141,12,12
TABORA,Nzega,Mwangoye,MWANGOYE,178,13,14
TABORA,Nzega,Igusule,IGUSULE,155,11,14
TABORA,Nzega,Mwamala,MWAMALA,222,13,17
TABORA,Nzega TC,Nzega Mjini Magharibi,CHIEF NTINGINYA,532,20,27
TABORA,Nzega TC,Nzega Mjini Magharibi,NZEGA,477,17,28
TABORA,Nzega TC,Nzega Mjini Mashariki,BULUNDE,429,20,21
TABORA,Nzega TC,Uchama,IJANIJA,99,17,6
TABORA,Nzega TC,Uchama,UNDOMO,139,15,9
TABORA,Nzega TC,Itilo,ITILO,138,17,8
TABORA,Nzega TC,Mbogwe,BUGWANDEGE,102,15,7
TABORA,Nzega TC,Miguwa,MIGUWA,164,12,14
TABORA,Sikonge,Sikonge,Ngulu,800,35,23
TABORA,Sikonge,Mkolye,Mkolye,255,17,15
TABORA,Sikonge,Misheni,Kamagi,526,32,16
TABORA,Sikonge,Kisanga,Kisanga,312,20,16
TABORA,Sikonge,Chabutwa,Chabutwa,296,24,12
TABORA,Sikonge,Ipole,Ugunda,293,24,12
TABORA,Sikonge,Ngoywa,Msuva,296,23,13
TABORA,Sikonge,Tutuo,Tutuo,619,30,21
TABORA,Sikonge,Mole,Mole,345,24,14
TABORA,Sikonge,Kiloleli,Langwa,314,17,18
TABORA,Sikonge,Kipanga,Mibono,277,22,13
TABORA,Sikonge,Usunga,Usunga,267,21,13
TABORA,Sikonge,Igigwa,Igigwa,374,15,25
TABORA,Sikonge,Pangale,Pangale,420,27,16
TABORA,Sikonge,Kipili,Kipili,419,21,20
TABORA,Sikonge,Kiloli,Kiloli,233,15,16
TABORA,Sikonge,Kitunda,Kiwere,380,19,20
TABORA,Tabora MC,Ipuli,IPULI,600,32,19
TABORA,Tabora MC,Ipuli,ISEVYA,548,34,16
TABORA,Tabora MC,Kitete,KARIAKOO,764,34,22
TABORA,Tabora MC,Kitete,TABORA BOYS',702,37,19
TABORA,Tabora MC,Chemchem,MILAMBO,857,44,19
TABORA,Tabora MC,Chemchem,SIKANDA,573,35,16
TABORA,Tabora MC,Ng'ambo,KAZE HILL,556,33,17
TABORA,Tabora MC,Ng'ambo,TABORA GIRLS',691,49,14
TABORA,Tabora MC,Kiloleni,FUNDIKIRA,507,27,19
TABORA,Tabora MC,Mtenedeni,BOMBAMZINGA,567,36,16
TABORA,Tabora MC,Malolo,KANYENYE,577,28,21
TABORA,Tabora MC,Gongoni,LWANZALI,364,26,14
TABORA,Tabora MC,Mbugani,NYAMWEZI,450,33,14
TABORA,Tabora MC,Cheyo,CHEYO,773,34,23
TABORA,Tabora MC,Cheyo,KAZIMA,1002,61,16
TABORA,Tabora MC,Ndevelwa,NDEVELWA,33,13,3
TABORA,Tabora MC,Kalunde,KALUNDE,115,15,8
TABORA,Tabora MC,Uyui,NKUMBA,87,21,4
TABORA,Tabora MC,Tumbi,CHANG'A,99,17,6
TABORA,Tabora MC,Itonjanda,ITONJANDA,86,17,5
TABORA,Tabora MC,Ikomwa,IKOMWA,82,17,5
TABORA,Tabora MC,Misha,MISHA,181,16,11
TABORA,Tabora MC,Itetemia,ITETEMIA,159,20,8
TABORA,Urambo,Kapilula,KAPILULA,160,2,80
TABORA,Urambo,Itundu,MATWIGA,340,19,18
TABORA,Urambo,Nsenda,IMALAMAKOYE,175,15,12
TABORA,Urambo,Vumilia,VUMILIA,240,36,7
TABORA,Urambo,Songambele,USOJI,322,16,20
TABORA,Urambo,Ukondamoyo,UKONDAMOYO,188,11,17
TABORA,Urambo,Muungano,MUKANGWA,253,22,12
TABORA,Urambo,Kiloleni,KILOLENI,95,12,8
TABORA,Urambo,Usisya,USISYA,259,20,13
TABORA,Urambo,Ussoke,USONGELANI,249,14,18
TABORA,Urambo,Uyumbu,UYUMBU,398,17,23
TABORA,Urambo,Mchikichini,CHETU,323,23,14
TABORA,Urambo,Kiyungi,URAMBO,804,13,62
TABORA,Urambo,Urambo,UKOMBOZI,640,31,21
TABORA,Tabora/Uyui,Ibiri,IBIRI,229,13,18
TABORA,Tabora/Uyui,Usagari,USAGARI,450,16,28
TABORA,Tabora/Uyui,Ilolangulu,LOLANGULU,676,22,31
TABORA,Tabora/Uyui,Mabama,MABAMA,335,17,20
TABORA,Tabora/Uyui,Ndono,NDONO,548,25,22
TABORA,Tabora/Uyui,Makazi,MAKAZI,388,14,28
TABORA,Tabora/Uyui,Loya,LOYA,345,11,31
TABORA,Tabora/Uyui,Goweko,GOWEKO,412,17,24
TABORA,Tabora/Uyui,Tura,TURA,246,8,31
TABORA,Tabora/Uyui,Igalula,IGALULA,454,18,25
TABORA,Tabora/Uyui,Lutende,LUTENDE,424,19,22
TABORA,Tabora/Uyui,Bukumbi,MADAHA,380,18,21
TABORA,Tabora/Uyui,Magiri,IMALAMPAKA,267,13,21
TABORA,Tabora/Uyui,Upuge,UPUGE,215,17,13
TABORA,Tabora/Uyui,Shitage,SHITAGE,220,17,13
TABORA,Tabora/Uyui,Isikizya,IDETE,757,24,32
TABORA,Tabora/Uyui,Ikongolo,IKONGOLO,210,18,12
TANGA,Tanga CC,Msambweni,MSAMBWENI,575,15,38
TANGA,Tanga CC,Mwanzage,TOLEDO,1048,46,23
TANGA,Tanga CC,Mabawa,MIKANJUNI,1198,61,20
TANGA,Tanga CC,Central,MKWAKWANI,1003,51,20
TANGA,Tanga CC,Central,OLD TANGA,876,52,17
TANGA,Tanga CC,Usagara,USAGARA,1579,21,75
TANGA,Tanga CC,Mzingani,KIHERE,970,39,25
TANGA,Tanga CC,Mzingani,MNYANJANI,832,43,19
TANGA,Tanga CC,Mzingani,TANGA UFUNDI,1022,72,14
TANGA,Tanga CC,Pongwe,PONGWE,607,36,17
TANGA,Tanga CC,Tangasisi,JAPANI,912,46,20
TANGA,Tanga CC,Tangasisi,MWAPACHU,715,42,17
TANGA,Tanga CC,Tongoni,TONGONI,64,14,5
TANGA,Tanga CC,Marungu,MARUNGU,158,19,8
TANGA,Tanga CC,Kirare,KIRARE,115,11,10
TANGA,Tanga CC,Maweni,MAWENI,603,48,13
TANGA,Tanga CC,Duga,HORTEN,985,34,29
TANGA,Tanga CC,Chumbageni,CHUMBAGENI,540,32,17
TANGA,Tanga CC,Chumbageni,MACECHU,1185,57,21
TANGA,Tanga CC,Nguvu mali,GALANOS,802,40,20
TANGA,Tanga CC,Nguvu mali,NGUVUMALI,864,51,17
TANGA,Tanga CC,Kiomoni,PANDE MAGUBENI,197,16,12
TANGA,Tanga CC,Mzizima,KIOMONI,502,35,14
TANGA,Tanga CC,Mabokweni,MABOKWENI,198,22,9
TANGA,Tanga CC,Chongoleani,CHONGOLEANI,54,13,4
TANGA,Tanga CC,Chongoleani,NDAOYA,55,14,4
TANGA,Korogwe,Vugiri,VUGIRI,355,16,22
TANGA,Korogwe,Kwashemshi,KWASHEMSHI,354,24,15
TANGA,Korogwe,Dindira,DINDIRA,379,20,19
TANGA,Korogwe,Mpale,PATEMA,294,16,18
TANGA,Korogwe,Bungu,BUNGU,469,22,21
TANGA,Korogwe,Mlungui,MLUNGUI,267,19,14
TANGA,Korogwe,Lutindi,MASHINDEI,412,29,14
TANGA,Korogwe,Makuyuni,BUNA,382,42,9
TANGA,Korogwe,Makuyuni,MADAGO,574,31,19
TANGA,Korogwe,Mswaha,MSWAHA,246,11,22
TANGA,Korogwe,Chekelei,CHEKELEI,322,31,10
TANGA,Korogwe,Mkalamo,MAFIHILLS,166,9,18
TANGA,Korogwe,Magamba kwalukonge,MKALAMO,447,19,24
TANGA,Korogwe,Mazinde,KWEMDIMU,473,22,22
TANGA,Korogwe,Mazinde,MAZINDE DAY,690,31,22
TANGA,Korogwe,Mkomazi,BUIKO,118,11,11
TANGA,Korogwe,Mkomazi,MKOMAZI,263,20,13
TANGA,Korogwe,Mashewa,MASHEWA,329,19,17
TANGA,Korogwe,Kizara,KIZARA,218,16,14
TANGA,Korogwe,Magoma,MAGOMA,479,10,48
TANGA,Korogwe,Kerenge,MFUNDIA,402,22,18
TANGA,Korogwe,Kwagunda,KWAGUNDA,438,36,12
TANGA,Korogwe,Mnyuzi,HALE,596,40,15
TANGA,Korogwe,Mnyuzi,MNYUZI,463,31,15
TANGA,Korogwe,Mombo,MWISHO WA SHAMBA,455,36,13
TANGA,Korogwe,Mombo,SHEKILANGO,585,38,15
TANGA,Korogwe TC,Old Korogwe,KOROGWE SEKONDARI,960,70,14
TANGA,Korogwe TC,Old Korogwe,OLD KOROGWE,504,45,11
TANGA,Korogwe TC,Kilole,KILOLE,403,43,9
TANGA,Korogwe TC,Manundu,NYERERE MEM,631,35,18
TANGA,Korogwe TC,Mtonga,SEMKIWA,583,43,14
TANGA,Korogwe TC,Magunga,KIMWERI,506,45,11
TANGA,Korogwe TC,Mgombezi,NGOMBEZI,486,31,16
TANGA,Korogwe TC,Kwamsisi,JOEL BENDERA,322,28,12
TANGA,Korogwe TC,Kwamndolwa,KWAMNDOLWA,206,30,7
TANGA,Muheza,Amani,SHEBOMEZA,362,26,14
TANGA,Muheza,Misalai,Misalai,460,19,24
TANGA,Muheza,Zirai,ZIRAI,254,21,12
TANGA,Muheza,Nkumba,Nkumba,396,26,15
TANGA,Muheza,Songa,Songa,646,24,27
TANGA,Muheza,Bwembwera,Bwembwera,190,24,8
TANGA,Muheza,Kwafungo,Kwafungo,238,22,11
TANGA,Muheza,Potwe,Potwe,346,23,15
TANGA,Muheza,Mlingano,Mlingano,472,29,16
TANGA,Muheza,Mlingano,Pande Darajani,112,21,5
TANGA,Muheza,Lusanga,Kwabutu,455,28,16
TANGA,Muheza,Kigombe,Kigombe,244,26,9
TANGA,Muheza,Ngomeni,Ngomeni,450,31,15
TANGA,Muheza,Misozwe,Misozwe,214,20,11
TANGA,Muheza,Kicheba,Kicheba,226,24,9
TANGA,Muheza,Tingeni,KERENGE,351,28,13
TANGA,Muheza,Magoroto,MLINGA,150,19,8
TANGA,Muheza,Mkuzi,MKUZI,346,24,14
TANGA,Muheza,Mtindiro,Mtindiro,291,17,17
TANGA,Muheza,Kilulu,Kilulu,390,33,12
TANGA,Muheza,Kwemkabala,KWEMKABARA,536,33,16
TANGA,Muheza,Mbaramo,Mkurumuzi,339,29,12
TANGA,Muheza,Majengo,Chief Mang'enya,525,29,18
TANGA,Muheza,Majengo,MUHEZA,325,19,17
TANGA,Muheza,Magila,Magila,337,27,12
TANGA,Handeni TC,Konje,KONJE,230,16,14
TANGA,Handeni TC,Msasa,KOMNYANG'ANYO,330,20,17
TANGA,Handeni TC,Kwamagome,MSAJE,333,20,17
TANGA,Handeni TC,Vibaoni,KILELENI,418,26,16
TANGA,Handeni TC,Chanika,KIVESA,511,32,16
TANGA,Handeni TC,Mdoe,HANDENI,974,46,21
TANGA,Handeni TC,Kwenjugo,KWENJUGO,514,33,16
TANGA,Handeni TC,Mabanda,MISIMA,416,27,15
TANGA,Handeni,Kiva,KIVA,265,21,13
TANGA,Handeni,Kwamatuku,KWAMATUKU,311,29,11
TANGA,Handeni,Sindeni,KWAMKONO,534,27,20
TANGA,Handeni,Sindeni,SINDENI,236,25,9
TANGA,Handeni,Kwamsisi,KWAMSISI,265,20,13
TANGA,Handeni,Kwasunga,KWASUNGA,106,16,7
TANGA,Handeni,Segera,SEGERA,663,32,21
TANGA,Handeni,Kwedizinga,KWEDIZINGA,215,24,9
TANGA,Handeni,kwamgwe,KWAMGWE,128,8,16
TANGA,Handeni,Kabuku,KWALUDEGE,490,20,25
TANGA,Handeni,Komkonga,KISAZA,214,22,10
TANGA,Handeni,Komkonga,PANGAMBILI,209,22,10
TANGA,Handeni,Ndolwa,NDOLWA,620,10,62
TANGA,Handeni,Kabuku ndani,CHOGO,188,20,9
TANGA,Handeni,Kabuku ndani,KABUKU,574,34,17
TANGA,Handeni,Mgambo,KOMSANGA,126,12,11
TANGA,Handeni,Kwankonje,KWANKONJE,271,20,14
TANGA,Handeni,Kwachaga,KWACHAGA,154,10,15
TANGA,Handeni,Kwaluguru,KWALUGURU,294,19,15
TANGA,Handeni,Kang'ata,KANGA'TA,138,14,10
TANGA,Handeni,Mkata,MANGA MPAKANI,389,27,14
TANGA,Handeni,Mkata,MKATA,585,31,19
TANGA,Handeni,Mazingara,MAZINGARA,347,24,14
TANGA,Pangani,Bushiri,BUSHIRI,368,28,13
TANGA,Pangani,Pangani Magharibi,FUNGUNI,584,28,21
TANGA,Pangani,Mwera,KIPUMBWI,195,26,8
TANGA,Pangani,Mwera,MWERA,315,26,12
TANGA,Pangani,Ubangaa,KILIMANGWIDO,208,27,8
TANGA,Pangani,Mkwaja,MKWAJA,153,13,12
TANGA,Pangani,Mkalamo,TONGANI,209,20,10
TANGA,Mkinga,Daluni,DALUNI,179,13,14
TANGA,Mkinga,Gombero,GOMBERO,432,24,18
TANGA,Mkinga,Kigongoi Magharibi,KOGONGOI,139,15,9
TANGA,Mkinga,Maramba,MARAMBA,529,31,17
TANGA,Mkinga,Bwiti,Mavovo,189,9,21
TANGA,Mkinga,Mapatano,MAPATANO,276,27,10
TANGA,Mkinga,Mhinduro,LANZONI,121,16,8
TANGA,Mkinga,Bosha,BOSHA,131,12,11
TANGA,Mkinga,Sigaya,DUGA,489,24,20
TANGA,Mkinga,Kwale,KWALE,194,20,10
TANGA,Mkinga,Manza,MANZA DAY,269,23,12
TANGA,Mkinga,Mkinga,MKINGALEO,618,28,22
TANGA,Mkinga,Moa,ZINGIBARI,401,26,15
TANGA,Mkinga,Mtimbwani,MTIMBWANI,288,25,12
TANGA,Mkinga,Mwakijembe,MWAKIJEMBE,83,12,7
TANGA,Bumbuli,Mamba,MBELEI,747,23,32
TANGA,Bumbuli,Mbuzii,MBUZII,333,5,67
TANGA,Bumbuli,Usambara,KIVILICHA,145,18,8
TANGA,Bumbuli,Vuga,KIHITU,148,11,13
TANGA,Bumbuli,Vuga,VUGABAZO,406,13,31
TANGA,Bumbuli,Mponde,CHAI,248,12,21
TANGA,Bumbuli,Mponde,MPONDE,217,12,18
TANGA,Bumbuli,Soni,KWAMONGO,278,8,35
TANGA,Bumbuli,Soni,SONI DAY,355,24,15
TANGA,Bumbuli,Funta,FUNTA,329,14,24
TANGA,Bumbuli,Bumbuli,BUMBULI,531,14,38
TANGA,Bumbuli,Bumbuli,KIZIMBA,223,12,19
TANGA,Bumbuli,"Dule ""B""",KWEHANGALA,211,12,18
TANGA,Bumbuli,"Dule ""B""",WENA,239,9,27
TANGA,Bumbuli,Mahezangulu,M/MAKAMBA,178,12,15
TANGA,Bumbuli,Mahezangulu,MKAALIE,115,9,13
TANGA,Bumbuli,Mahezangulu,MSAMAKA,39,10,4
TANGA,Bumbuli,Mayo,KIZANDA,288,8,36
TANGA,Bumbuli,Mayo,MAYO,273,10,27
TANGA,Bumbuli,Tamota,TAMOTA,271,1,271
TANGA,Bumbuli,Milingano,MIBUKWE,375,14,27
TANGA,Bumbuli,Nkongoi,MGWASHI,247,11,22
TANGA,Bumbuli,Baga,BAGA,301,9,33
TANGA,Bumbuli,Mgwashi,MAZUMBAI,329,15,22
TANGA,Kilindi,Lwande,LWANDE,139,14,10
TANGA,Kilindi,Pagwi,PAGWI,184,10,18
TANGA,Kilindi,Kikunde,KIKUNDE,332,16,21
TANGA,Kilindi,Tunguli,TUNGULI,227,11,21
TANGA,Kilindi,Tunguli,VIBAONI,59,6,10
TANGA,Kilindi,Kilwa,KOMKALAKALA,253,6,42
TANGA,Kilindi,Kwekivu,KWEKIVU,163,9,18
TANGA,Kilindi,Bokwa,NKAMA,274,27,10
TANGA,Kilindi,Songe,SEUTA,366,29,13
TANGA,Kilindi,Masagalu,MASAGALU,215,13,17
TANGA,Kilindi,Negero,NEGERO,276,19,15
TANGA,Kilindi,Kimbe,KIMBE,456,16,29
TANGA,Kilindi,Kilindi,KILINDI ASILIA,310,15,21
TANGA,Kilindi,Msanja,MBWEGO,406,20,20
TANGA,Kilindi,Jaila,JAILA,368,17,22
TANGA,Kilindi,Jaila,KILINDI GIRLS,164,15,11
TANGA,Kilindi,Jaila,MKUYU,325,17,19
TANGA,Kilindi,Mkindi,MKINDI,165,14,12
TANGA,Kilindi,Kwediboma,KWEDIBOMA,594,22,27
TANGA,Kilindi,Kisangasa,MGERA,301,20,15
TANGA,Kilindi,Mvungwe,MAFISA,345,17,20
TANGA,Kilindi,Kibirashi,KIBIRASHI,352,24,15
TANGA,Lushoto,Kilole,MAKOLE JUU,63,8,8
TANGA,Lushoto,Kilole,MARIAM MSHANGAMA,97,10,10
TANGA,Lushoto,Mlola,MAZASHAI,130,16,8
TANGA,Lushoto,Mlola,MLONGWEMA,269,17,16
TANGA,Lushoto,Ngwelo,NGWELO,185,14,13
TANGA,Lushoto,Makanya,KWEULASI,108,2,54
TANGA,Lushoto,Makanya,MDANDO,122,10,12
TANGA,Lushoto,Malibwi,MALIBWI,262,13,20
TANGA,Lushoto,Malibwi,NTAMBWE,305,13,23
TANGA,Lushoto,Mbwei,MBWEI,107,11,10
TANGA,Lushoto,Kwekanga,BERNARD MEMBE,144,14,10
TANGA,Lushoto,Kwekanga,KWEKANGA,111,11,10
TANGA,Lushoto,Mng'aro,KITIVO,191,11,17
TANGA,Lushoto,Lunguza,LUNGUZA,223,14,16
TANGA,Lushoto,Mnazi,MNAZI,257,18,14
TANGA,Lushoto,Mbaramo,UMBA,342,10,34
TANGA,Lushoto,Sunga,SUNGA,361,14,26
TANGA,Lushoto,Mbaru,CHAMBOGHO,289,12,24
TANGA,Lushoto,Mbaru,KALUMELE,352,6,59
TANGA,Lushoto,Mtae,MTAE,188,14,13
TANGA,Lushoto,Shagayu,SHAGHAYU,149,9,17
TANGA,Lushoto,Rangwi,NDURUMO,205,13,16
TANGA,Lushoto,Rangwi,RANGWI,451,20,23
TANGA,Lushoto,Kwai,KIRETI,118,13,9
TANGA,Lushoto,Kwai,KWAI,174,17,10
TANGA,Lushoto,Migambo,MIGAMBO,179,13,14
TANGA,Lushoto,Migambo,MKUZI JUU,220,19,12
